user,type_bool,summary_bytes,total_byte_change,addition_or_deletion,isBotEdit,isMinor,isUnpatrolled,isNew,no_of_edits
AnomieBOT,1,31,18,1,1,1,0,0,1119
Lkchild,1,12,60,0,0,0,0,0,31
Parkywiki,1,116,2,0,0,1,0,0,147
8.210.107.25,1,23,0,0,0,0,0,0,2
Garzfoth,1,156,2,0,0,1,0,0,4
5.66.231.55,1,26,1,1,0,0,0,0,2
Crom daba,1,31,11,1,0,0,0,1,13
IvicaBezan,1,0,42,1,0,0,0,0,1
NoAmCom,1,51,2,1,0,1,0,0,43
.56.35.32,1,17,0,0,0,0,0,0,14
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,0,805,1,0,0,0,0,17
StAnselm,1,10,2,0,0,0,0,0,75
Buistr,1,0,0,0,0,1,0,0,5
Qzd,1,124,1223,1,0,1,0,0,23
Mnavarrete4,1,20,4,1,0,0,0,0,49
1.175.143.8,1,43,13,0,0,0,0,0,1
Beaverfan2017,1,0,18,0,0,0,0,0,15
.226.113.141,1,188,805,0,0,0,0,0,5
Atlantic306,1,2,28,1,0,0,0,0,133
User No. 99,1,20,43,1,0,0,0,0,15
05:A601:621:FD01:219F:B89E:CE15:1935,1,17,2,1,0,0,0,0,5
Nederlandse Leeuw,1,15,97,1,0,0,0,0,19
.200.230.218,1,12,26,1,0,0,0,0,1
Fotaun,1,0,105,1,0,0,0,0,150
Another Believer,1,5,0,0,0,0,0,0,169
07:FEA8:A6A0:141D:9573:59A8:AAF3:AEEC,1,25,2,1,0,0,0,0,2
Ajsmith141,1,0,379,1,0,0,0,0,6
DanielPharos,1,59,425,1,0,0,0,0,23
Coolcaesar,0,40,1396,1,0,0,0,0,13
.109.84.5,1,26,28,1,0,0,0,0,1
6.13.173.170,1,25,189,1,0,0,0,0,1
Uptoniga,1,18,539,1,0,0,1,1,5
Joeykai,1,0,3,0,0,0,0,0,26
Mhmrodrigues,1,19,2771,1,0,0,0,0,3
InternetArchiveBot,1,59,241,1,1,0,0,0,3419
InternetArchiveBot,0,64,1128,1,1,0,0,0,3419
3.255.230.32,1,0,1,0,0,0,0,0,1
BlaccCrab,1,0,2,1,0,1,0,0,23
.102.76.216,1,21,0,0,0,0,0,0,12
MordeKyle,1,113,77,0,0,0,0,0,8
FreeKnowledgeCreator,1,11,291,1,0,0,0,0,116
Tim198,1,0,20,1,0,0,0,0,10
01:14C:4301:7E28:B169:2350:C46A:9DDB,1,0,1,0,0,0,0,0,2
.0.134.240,1,0,12,1,0,0,0,0,2
7.77.210.31,1,0,15,1,0,0,0,0,3
Kwarstadt3,1,74,1,1,0,0,0,0,5
The Banner,1,93,20,1,0,1,0,0,27
Jmabel,1,184,23,0,0,0,0,0,1
Chrisvls,1,152,0,0,0,1,0,0,6
.96.233.56,1,20,9,1,0,0,0,0,3
EumlinStumlinStan,1,0,34,1,0,0,0,0,158
Andy Evans of Michi-gama,1,55,41,1,0,0,0,0,4
Grafen,1,63,154,0,0,1,0,0,60
Grafen,1,71,1,0,0,1,0,0,60
7.77.210.31,1,0,15,0,0,0,0,0,5
Exemplo347,1,23,392,1,0,0,0,0,160
Fortdj33,1,42,21,1,0,1,0,0,250
Hillbillyholiday,1,6,334,1,0,0,0,0,21
Rms125a@hotmail.com,1,22,53,1,0,0,0,0,91
Exemplo347,1,1,189,1,0,0,0,0,161
7.30.157.63,1,0,39,1,0,0,0,0,1
MapleTreeXZ,1,14,60,1,0,0,0,0,11
9.48.67.162,1,0,2,1,0,0,0,0,2
Awesomesav19,1,98,3,1,0,0,0,0,3
.102.76.216,1,31,379,1,0,0,0,0,13
Red Director,1,24,12,0,0,1,0,0,172
InternetArchiveBot,0,64,1083,1,1,0,0,0,3437
Dyanega,1,14,13,0,0,1,0,0,15
Scott.lowry5,1,0,82,1,0,0,0,0,1
Aseman9,1,21,345,1,0,0,1,1,1
"Me, Myself, and I are Here",1,21,7,0,0,0,0,0,63
Red Director,1,18,1,1,0,1,0,0,175
Northamerica1000,1,61,7,0,0,0,0,0,146
Bluerasberry,1,26,48,0,0,0,0,0,8
Graeme Bartlett,1,4,33,1,0,0,0,1,131
.81.74.166,1,7,28,1,0,0,0,0,6
Red Director,1,11,26,1,0,1,0,0,178
Exemplo347,1,26,124,1,0,0,0,0,162
82vdven,1,0,51,0,0,0,0,0,80
Betty Logan,1,51,40,0,0,0,0,0,12
7.52.144.138,1,21,1,0,0,0,0,0,38
Lkchild,1,25,83,0,0,0,0,0,28
CAPTAIN RAJU,1,70,785,1,0,0,0,0,226
.189.155.103,1,16,46,1,0,0,0,0,4
Mystery Guyman,0,23,1,0,0,0,0,0,3
Tcamfield,1,25,1,0,0,0,0,0,2
A02:C7F:8627:E200:C9C:EBD:7A1B:2DF,1,0,2,0,0,0,0,0,3
BeatlesLedTV,1,16,11,1,0,0,0,0,41
Kierzek,1,239,101,0,0,0,0,0,52
RedLiquorice,1,25,230,1,0,0,0,0,14
.198.35.195,1,0,9,1,0,0,0,0,1
.249.39.118,1,0,1,0,0,0,0,0,1
00:1010:B11C:32AE:7D99:7BA4:FFA0:231B,1,33,15,0,0,0,0,0,1
05:6000:784C:9500:B878:8AA1:539F:28DB,1,9,2,1,0,0,0,0,1
4.70.83.194,1,58,578,0,0,0,0,0,8
.90.85.15,1,10,7,0,0,0,0,0,1
.230.196.215,1,0,28,0,0,0,0,0,26
Gottliber,1,15,54,1,0,0,1,0,1
Secret Agent Julio,1,35,47,1,0,1,0,0,77
.99.3.140,1,0,1,1,0,0,0,0,3
DumbBOT,1,68,756,1,1,0,0,1,60
Parkywiki,1,110,1,1,0,1,0,0,146
.185.103.147,1,10,64,1,0,0,0,0,1
Harryboyles,1,78,32,0,0,1,0,0,566
Cyberbot I,1,101,1984,0,1,0,0,0,1005
Dl2000,1,5,78,1,0,1,0,0,252
DumbBOT,1,68,479,1,1,0,0,1,65
Qwe144,1,0,3,0,0,0,0,0,10
Xi371n,1,16,1,1,0,0,0,0,14
Flami72,1,41,296,1,0,0,0,0,25
.177.179.30,1,36,473,1,0,0,0,0,3
NoAmCom,1,60,1,1,0,1,0,0,49
NoAmCom,1,60,1,1,0,1,0,0,53
.65.38.90,1,12,72,1,0,0,0,0,3
InternetArchiveBot,1,59,95,1,1,0,0,0,3463
Dl2000,1,5,78,1,0,1,0,0,254
Flat Out,1,66,36,0,0,0,0,0,61
01:569:F8F5:DB00:186F:334:6C73:F8E4,1,79,157,1,0,0,0,0,1
SwisterTwister,1,1,55,0,0,0,0,0,275
GDEBE,1,7,52,1,0,0,0,0,89
Msetfree,1,15,30,1,0,0,0,0,2
COIBot,1,80,3561,1,1,0,0,1,255
Kaltenmeyer,1,17,5,0,0,0,0,0,76
Kjell Knudde,1,28,22,0,0,0,0,0,132
Nicole Cervantes,1,0,37,0,0,0,0,0,5
Lkchild,1,24,1,1,0,0,0,0,27
Stevietheman,1,50,875,1,0,0,0,0,178
Justlettersandnumbers,1,96,152,1,0,0,0,0,65
Mymis,0,0,353,1,0,0,0,0,16
Spacini,1,6,10,1,0,1,0,0,7
EoRdE6,1,120,86,1,0,1,0,0,20
MapleTreeXZ,1,14,623,1,0,0,0,0,9
3.188.49.104,1,17,52,1,0,0,0,0,1
3.49.89.157,1,11,76,1,0,0,0,0,1
EumlinStumlinStan,1,0,40,1,0,0,0,0,149
Smvital,1,0,1,1,0,0,0,0,3
.73.41.177,1,81,160,1,0,0,0,0,1
JJMC89 bot,1,97,174,0,1,1,0,0,35
03:3015:2604:D900:29CC:A8A8:EB0A:BCA0,1,64,2,1,0,0,0,0,1
Erutuon,1,4,412,1,0,0,0,0,78
.0.134.240,1,0,56,1,0,0,0,0,1
ClueBot NG,1,184,69,0,0,1,0,0,1588
ClueBot NG,1,62,1275,1,0,0,0,1,1588
MrDanielleonardo2010,1,6,202,0,0,0,0,0,14
Bat-mite26,1,14,2,0,0,0,0,0,2
7.164.235.249,1,63,0,0,0,0,0,0,3
InternetArchiveBot,1,59,75,1,1,0,0,0,3423
Exemplo347,1,102,2232,0,0,0,0,0,159
Cyberbot I,1,157,404,1,1,0,0,0,997
Alansohn,1,62,7,0,0,0,0,0,63
Xtquique,0,0,161,1,0,0,0,0,2
BrillLyle,1,21,102,1,0,0,0,0,123
Isaac.rs200,1,119,47,1,0,1,0,0,1
.56.35.32,1,17,1,1,0,0,0,0,10
Felsic2,1,59,266,1,0,0,0,0,7
.56.35.32,1,17,0,0,0,0,0,0,11
John,1,30,497,0,0,0,0,0,19
Cyberbot I,1,80,0,0,1,0,0,0,1000
92simon,1,0,141,1,0,0,0,0,22
Mr. Stradivarius,1,22,349,1,0,0,0,0,4
Jshrs,1,0,75,1,0,0,0,0,1
Felixkrater,1,7,4,1,0,1,0,0,2
So97,1,19,4,0,0,0,0,0,13
MapleTreeXZ,1,14,59,1,0,0,0,0,13
Aoba47,1,30,56,0,0,0,0,0,98
Mary Mark Ockerbloom,1,25,32,1,0,0,0,0,53
8.148.49.131,1,36,4,1,0,0,0,0,2
Gaia Octavia Agrippa,1,20,5,1,0,1,0,0,38
8.5.133.128,1,0,9,0,0,0,0,0,1
7.77.217.230,1,14,0,0,0,0,0,0,1
Paul W,1,23,7,1,0,0,0,0,10
Vmavanti,1,35,4,1,0,1,0,0,83
4.128.192.34,1,0,12,1,0,0,0,0,2
Nk3play2,1,13,16,0,0,0,0,0,10
Bgwhite,1,185,252,0,0,0,0,0,127
8.147.202.124,1,0,0,0,0,0,0,0,4
Max.vado56789,1,0,21,1,0,0,0,0,3
.39.164.242,1,11,1,1,0,0,0,0,46
EumlinStumlinStan,1,0,4,1,0,0,0,0,169
BOT-Superzerocool,1,78,0,0,1,1,0,0,111
Nk3play2,1,0,0,0,0,0,0,0,13
Tagishsimon,1,58,973,1,0,0,0,0,3
Harryboyles,1,68,44,0,0,1,0,0,559
BeatlesLedTV,1,16,11,1,0,0,0,0,39
Robin van der Vliet,1,0,18,1,0,1,1,0,6
02:306:CF50:2270:F9BC:CD6C:2F8:1983,1,0,0,0,0,0,0,0,1
Muboshgu,1,28,2752,1,0,0,0,0,66
Kudpung,1,21,339,1,0,0,0,0,12
WikiOriginal-9,1,0,551,0,0,0,0,0,184
Parkywiki,1,34,3,0,0,1,0,0,142
NinjaRobotPirate,1,225,41,0,0,0,0,0,31
Tcamfield,1,25,1,0,0,0,0,0,3
NoAmCom,1,70,1,1,0,1,0,0,27
Secret Agent Julio,1,59,239,1,0,1,0,0,65
Lrsagey98,1,28,16,0,0,0,0,0,2
Secret Agent Julio,1,59,47,1,0,1,0,0,71
.146.107.21,1,12,9,1,0,0,0,0,18
9.48.67.162,1,27,86,1,0,0,0,0,3
.81.138.76,1,26,23,1,0,0,0,0,1
NoAmCom,1,72,2,1,0,1,0,0,32
A02:C7D:21CC:9B00:8103:B995:EFB1:1E3A,1,0,4,1,0,0,0,0,1
A02:C7D:5DDE:7600:DF1:FCF6:6E91:9AD5,1,27,56,1,0,0,0,0,5
01:84:4501:B1A7:58FE:4AD5:AFAB:DC3D,1,79,36,1,0,0,0,0,3
JohnC5,1,11,8,0,0,0,0,0,27
2.79.255.200,1,8,174,1,0,0,0,0,2
Mhsohaib,1,13,128,0,0,0,0,0,22
Bgwhite,1,2,3,0,0,1,0,0,136
Citation bot,1,88,377,1,1,1,0,0,45
DMC511,1,3,5,0,0,0,0,0,21
Nicole Cervantes,1,0,207,1,0,0,0,0,7
Jessicapierce,1,102,314,0,0,1,0,0,44
Dylanvt,1,16,2,0,0,1,0,0,4
Nickvet419,1,20,0,0,0,1,0,0,15
.26.146.222,1,0,233,1,0,0,0,0,1
Flat Out,1,66,36,0,0,0,0,0,60
Wolbo,1,61,159,1,0,0,0,0,155
Bgwhite,1,88,475,0,0,0,0,0,139
.173.137.234,1,0,21,0,0,0,0,0,1
AnemoneProjectors,1,141,67,0,0,1,0,0,75
JORN,1,12,1,1,0,0,0,0,10
Hzh,1,16,8,0,0,0,0,0,45
Wolbo,1,44,9,1,0,1,0,0,145
Leasnam,1,12,192,1,0,0,0,0,22
Kwarstadt3,1,50,155,1,0,0,0,0,3
Michael Goodyear,1,7,12,1,0,0,0,0,63
9.153.196.37,1,13,297,0,0,0,0,0,64
CoyoteStew,1,0,1,1,0,0,0,0,1
Johro77,1,0,77,1,0,0,0,0,1
Vicedomino,1,44,247,1,0,0,0,0,77
Harryboyles,1,48,27,1,0,1,0,0,551
Maile66,1,0,9804,1,0,0,0,0,39
Winkelvi,1,238,613,0,0,0,0,0,22
Gilliam,1,59,877,1,0,0,0,0,260
Wolbo,1,18,32,1,0,0,0,0,147
.179.72.244,1,24,94,1,0,0,0,0,1
Erutuon,1,24,283,0,0,0,0,0,77
.59.171.196,1,13,1,1,0,0,0,0,1
Glacier109,1,29,0,0,0,0,0,0,18
Kellymoat,1,81,1158,1,0,0,0,0,75
Bgwhite,1,185,38,0,0,0,0,0,111
01:56A:F658:2200:285E:7072:3E5:B466,1,13,52,1,0,0,0,0,22
Str1977,1,19,567,1,0,0,0,0,19
Nmclough,1,18,1,0,0,1,0,0,78
BrillLyle,1,35,125,1,0,0,0,0,120
NewTestLeper79,1,24,21,0,0,0,0,0,21
StAnselm,1,0,0,0,0,0,0,0,73
.191.241.48,1,0,1,1,0,0,0,0,2
GuitarDudeness,1,11,38,1,0,0,0,0,3
ClueBot NG,1,191,40,0,0,1,0,0,1590
Red Director,1,0,48,1,0,1,0,0,166
.42.187.246,1,26,3,1,0,0,0,0,2
MalafayaBot,1,42,32,1,1,1,0,0,18
GrahamHardy,1,136,9,0,0,0,0,0,328
Bgwhite,1,84,2939,0,0,0,0,0,118
EumlinStumlinStan,1,0,30,1,0,0,0,0,160
EumlinStumlinStan,1,0,31,1,0,0,0,0,161
.179.80.38,1,32,15,1,0,0,0,0,1
InternetArchiveBot,1,59,132,1,1,0,0,0,3427
Simon0359,1,17,39,1,0,0,0,0,4
Bgwhite,1,247,94,0,0,0,0,0,119
Rusted AutoParts,1,7,7,0,0,0,0,0,16
InternetArchiveBot,0,64,1064,1,1,0,0,0,3432
Saginaw-hitchhiker,1,0,28,1,0,0,0,0,10
01:89:4301:AD3B:30C2:BF16:D044:F39D,1,23,4,0,0,0,0,0,11
3.205.251.50,1,41,16,1,0,0,0,0,1
Kwarstadt3,1,67,185,1,0,0,0,0,6
.120.70.61,1,18,6,1,0,0,0,0,1
Hzh,0,34,405,1,0,0,0,0,43
CAPTAIN RAJU,1,35,33,1,0,1,0,0,222
Gaia Octavia Agrippa,1,95,79,1,0,0,0,0,39
GDEBE,1,7,17,1,0,0,0,0,93
Rcul4u998,1,22,451,1,0,0,0,0,4
ClassicOnAStick,1,12,0,0,0,0,0,0,33
2.90.210.77,1,0,31,0,0,0,0,0,3
Tagishsimon,1,164,1917,1,0,0,0,1,2
Alice2017,1,0,214,1,0,0,0,0,3
.245.79.38,1,17,54,1,0,0,0,0,7
DPdH,1,32,22,1,0,0,0,0,14
Melcous,1,201,15,1,0,0,0,0,42
Mattythewhite,1,118,66,0,0,0,0,0,175
3.106.148.51,1,11,733,1,0,0,0,0,3
.230.196.215,1,0,13,0,0,0,0,0,21
ArtSiegel,1,68,1,1,0,1,0,0,1
01:547:C400:D86:D00E:A9DF:4399:744,1,12,4135,1,0,0,0,0,2
.colinthompson,1,35,127,0,0,0,0,0,10
.167.62.97,1,0,17,0,0,0,0,0,1
Mr. Stradivarius,1,20,2,1,0,0,0,0,5
Rcul4u998,1,51,1,1,0,0,0,0,7
.204.143.249,1,0,24,0,0,0,0,0,1
Jith12,1,35,1292,1,0,0,0,0,19
CAPTAIN RAJU,1,80,1152,1,0,0,0,1,235
Strebe,1,32,67,0,0,0,0,0,3
NoAmCom,1,51,4,1,0,1,0,0,25
Secret Agent Julio,1,59,239,1,0,1,0,0,62
GDEBE,1,8,0,0,0,0,0,0,94
NoAmCom,1,51,3,1,0,1,0,0,28
Rcul4u998,1,0,57,1,0,0,0,0,8
WrestlingLegendAS,1,27,151,1,0,0,0,0,1
Mitchumch,0,50,59,1,0,0,0,0,28
Aristophanes68,1,70,6,1,0,0,0,0,62
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,91,78,1,0,0,0,0,14
Antidiskriminator,1,158,47,1,0,0,0,0,4
Jshrs,1,0,96,0,0,0,0,0,5
.141.69.215,1,213,1,1,0,0,0,0,1
.153.97.201,1,0,1,0,0,0,0,0,3
.230.196.215,1,0,7,1,0,0,0,0,27
ClueBot NG,1,189,31,0,0,1,0,0,1597
ClueBot NG,1,68,1313,1,0,0,0,0,1597
GDEBE,1,7,90,1,0,0,0,0,95
TimInHamilton,1,33,258,1,0,0,0,0,5
Tcamfield,1,25,1,0,0,0,0,0,4
Mr. Stradivarius,1,22,255,1,0,0,0,0,6
NoAmCom,1,51,2,1,0,1,0,0,47
NoAmCom,1,51,2,1,0,1,0,0,47
CAPTAIN RAJU,1,62,226,1,0,1,0,0,238
TheGracefulSlick,1,0,70,0,0,0,0,0,57
Rhode Island Red,0,128,490,1,0,0,0,0,9
Sundostund,1,0,43,1,0,0,0,0,16
Max.vado56789,1,10,21,1,0,0,0,0,5
PKT,1,37,9,1,0,0,0,0,85
Fbdave,1,89,44,1,0,0,0,0,5
Eddson storms,0,96,337,1,0,0,0,0,1
Gaia Octavia Agrippa,1,35,578,1,0,0,0,0,43
Czar,1,5,288,1,0,0,0,0,167
WQUlrich,1,254,25,1,0,0,0,0,37
01:602:9500:F5B9:F901:5979:9CF1:E0C0,1,21,0,0,0,0,0,0,3
Scream4man,1,95,355,0,0,0,0,0,1
MacPraughan,1,44,24,1,0,0,0,0,6
9.153.196.37,1,30,46,0,0,0,0,0,65
Kvng,1,208,1424,0,0,0,0,0,2
Gnosis,1,24,97,1,0,1,0,0,1
9.153.196.37,1,32,18,0,0,0,0,0,66
Ops Monitor (WMF),1,0,7,0,1,0,0,0,125
SNUGGUMS,1,6,30,1,0,0,0,0,54
Activist,1,40,22,1,0,0,0,0,13
Mpavletic,1,12,1808,0,0,0,0,0,3
Nmclough,1,8,287,1,0,1,0,0,77
Kevmin,1,32,1,1,0,0,0,0,20
Rod Fathers,1,20,6,1,0,1,0,0,6
Hullaballoo Wolfowitz,1,26,770,1,0,0,0,0,72
DatBot,1,106,1,1,0,0,0,0,115
Chrism,1,70,7,1,0,0,0,0,16
Dylanvt,1,12,30,1,0,0,1,0,2
Coneleir,1,114,3,0,0,0,0,0,6
Tentre,1,40,33,1,0,0,1,0,1
Zyates87,1,43,127,1,0,0,0,0,3
Harryboyles,1,62,5,1,0,1,0,0,554
Kla Fla,1,0,370,1,0,0,0,0,5
COIBot,1,136,0,0,1,0,0,0,257
StAnselm,1,15,24,1,0,0,0,0,74
02:306:80A9:B780:F193:5E40:97A3:FBE7,1,31,0,0,0,0,0,0,1
Wisnu Aji,1,102,511,1,0,0,0,0,6
Bowling is life,1,0,9,0,0,0,0,0,42
01:56A:F658:2200:285E:7072:3E5:B466,1,13,32,1,0,0,0,0,23
Huon,1,94,286,1,0,0,0,0,16
EumlinStumlinStan,1,0,32,1,0,0,0,0,159
DumbBOT,1,91,178,0,1,0,0,0,58
Harryboyles,1,122,70,0,0,1,0,0,556
Tazerdadog,1,52,23,0,0,0,0,0,12
Red Director,1,25,9,1,0,1,0,0,168
Graeme Bartlett,1,4,30,1,0,0,0,1,124
RileyBugz,1,44,23,0,0,1,0,0,10
Bgwhite,1,185,59,0,0,0,0,0,120
Drbgsu,1,125,507,1,0,0,0,0,2
4.24.242.222,1,164,3,1,0,0,0,0,1
Im54321,1,18,160,0,0,0,0,0,6
Bruin2,1,43,1196,1,0,0,0,0,15
SusunW,1,0,109,1,0,0,0,0,40
Bgwhite,1,185,110,0,0,0,0,0,124
Northamerica1000,1,136,4,0,0,0,0,0,144
Northamerica1000,1,136,4,0,0,0,0,0,144
Northamerica1000,1,136,4,0,0,0,0,0,144
Northamerica1000,1,136,4,0,0,0,0,0,144
Northamerica1000,1,136,4,0,0,0,0,0,144
Hillbillyholiday,1,172,1,1,0,1,0,0,22
Hillbillyholiday,1,140,116,0,0,1,0,0,23
.114.32.105,1,0,26,1,0,0,0,0,1
9.153.196.37,1,30,50,0,0,0,0,0,69
COIBot,1,46,0,0,1,0,0,0,262
.230.196.215,1,0,149,0,0,0,0,0,20
Mfhelms,1,0,837,1,0,0,0,0,3
Red Director,1,11,3,1,0,1,0,0,177
TaschenTheReader,1,0,0,0,0,1,0,0,2
.220.6.63,1,87,1087,1,0,0,0,0,1
Tazerdadog,1,17,145,1,0,0,0,0,15
.110.31.51,1,0,143,1,0,0,0,0,1
Little kingsfan2005,1,20,3734,1,0,0,0,0,1
Mrjulesd,1,28,137,1,0,0,0,0,16
5.237.158.110,1,99,66,1,0,0,0,0,1
Winkelvi,1,0,798,1,0,0,0,0,25
.168.11.75,1,0,0,0,0,0,0,0,2
00:1001:B10C:4F37:654F:F8A6:297F:30A9,1,69,256,0,0,0,0,0,7
Dougmcdonell,1,28,274,1,0,0,1,1,1
Galatz,1,164,939,0,0,0,0,0,65
Andrewlowson,1,19,151,0,0,0,0,0,1
Bradv,0,104,275,1,0,0,0,0,35
Qzd,1,119,17,0,0,0,0,0,12
EumlinStumlinStan,1,0,120,1,0,0,0,0,173
DMC511,1,21,18,1,0,0,0,0,20
Wikidude10000,1,0,46,1,0,0,0,0,26
1.11.138.140,1,52,2,0,0,0,0,0,1
Lk95,1,20,166,1,0,0,0,0,1
NoAmCom,1,60,1,1,0,1,0,0,29
.28.141.223,1,28,1,0,0,0,0,0,1
Fbdave,1,89,44,1,0,0,0,0,4
.225.173.217,1,28,30,1,0,0,0,0,6
CCS81,1,26,0,0,0,0,0,0,36
DumbBOT,1,68,749,1,1,0,0,1,61
.colinthompson,1,36,68,1,0,0,0,0,13
Jshrs,1,0,116,0,0,0,0,0,6
MalafayaBot,1,41,30,1,1,1,0,0,21
NoAmCom,1,60,1,1,0,1,0,0,40
Dmoore5556,1,65,14,1,0,0,0,0,21
9.224.80.18,1,30,3,1,0,0,0,0,4
Clbsfn,1,18,225,1,0,0,0,0,12
Clbsfn,1,12,19,0,0,1,0,0,13
JohnBlackburne,1,49,31,1,0,0,0,0,29
Drovethrughosts,1,21,7,1,0,0,0,0,26
Parkywiki,1,119,0,0,0,1,0,0,148
82vdven,1,0,166,1,0,0,0,0,81
Garzfoth,1,210,2,0,0,0,0,0,6
NoAmCom,1,60,1,1,0,1,0,0,58
.39.164.242,1,145,61,1,0,0,0,0,47
Terramorphous,1,2,11,0,0,0,0,0,12
01:148:4200:BF0B:74E2:1FEE:2E9D:DF93,1,10,12,0,0,0,0,0,3
Alaney2k,1,171,29,1,0,1,0,0,16
Yourgypsy,1,0,0,0,0,1,0,0,1
CAPTAIN RAJU,1,24,219,1,0,1,0,0,215
Every-leaf-that-trembles,1,37,244,1,0,1,0,0,35
07:FEA8:A6A0:141D:9573:59A8:AAF3:AEEC,1,25,106,1,0,0,0,0,1
Cyberbot I,1,80,459,1,1,0,0,0,992
.192.83.233,1,0,25,0,0,0,0,0,2
PiCo,1,52,600,0,0,0,0,0,8
The Tom,1,41,33,0,0,0,0,0,8
.116.18.21,1,22,46,1,0,0,0,0,3
.176.10.239,1,0,2,0,0,0,0,0,2
.78.198.32,1,20,590,0,0,0,0,0,1
5.70.39.132,1,0,34,0,0,0,0,0,4
Wolbo,1,33,34,1,0,0,0,0,148
Gaia Octavia Agrippa,1,40,549,1,0,0,0,0,31
Northamerica1000,1,43,51,1,0,0,0,0,136
2.58.41.99,1,15,8,1,0,0,0,0,2
JJMC89 bot,1,97,64,0,1,1,0,0,33
Tazerdadog,1,44,643,1,0,0,0,0,11
Gaia Octavia Agrippa,1,20,5,1,0,1,0,0,33
Red Director,1,23,2,1,0,1,0,0,165
Kwarstadt3,1,62,182,1,0,0,0,0,4
.189.155.103,1,0,46,1,0,0,0,0,3
GDEBE,1,7,8,1,0,0,0,0,91
DeltaQuadBot,1,21,23,0,1,1,0,0,451
InternetArchiveBot,0,64,1054,1,1,0,0,0,3422
Karunamon,1,0,59,1,0,0,0,0,26
GrahamHardy,1,137,8,0,0,0,0,0,327
VampireKilla,1,19,194,1,0,0,0,0,13
CAPTAIN RAJU,1,25,228,0,0,1,0,0,219
Helper201,1,0,19,1,0,1,0,0,10
9.238.58.173,1,0,33,1,0,0,0,0,1
Ireeus,1,0,4,1,0,0,0,0,1
Hammersoft,1,39,221,1,0,0,0,0,46
Magioladitis,1,34,279,1,0,0,0,0,781
InternetArchiveBot,0,64,1015,1,1,0,0,0,3426
Reflection,0,27,2,1,0,1,0,0,9
Tazerdadog,1,57,24,1,0,0,0,0,13
EumlinStumlinStan,1,0,38,1,0,0,0,0,164
Gerda Arendt,1,125,71,1,0,0,0,0,53
Joan1066,1,31,9,0,0,0,0,0,2
COIBot,1,66,0,0,1,0,0,0,260
COIBot,1,66,173,1,1,0,0,0,260
EumlinStumlinStan,1,0,34,1,0,0,0,0,166
Red Director,1,27,12,1,0,1,0,0,171
2.58.41.99,1,19,427,1,0,0,0,0,5
2.90.210.77,1,16,26,0,0,0,0,0,2
InternetArchiveBot,1,59,61,1,1,0,0,0,3439
InternetArchiveBot,0,64,974,1,1,0,0,0,3439
.65.148.4,1,0,24,1,0,0,0,0,1
A Well Fan,1,44,877,1,0,0,0,0,13
Teratornis,1,45,2341,1,0,0,0,0,3
M.K. Tee,1,0,1683,0,0,0,0,0,1
8.147.202.124,1,0,0,0,0,0,0,0,3
VampireKilla,1,19,295,1,0,0,0,0,15
6.57.188.25,1,39,2,1,0,0,0,0,16
AleksanderVatov,1,46,1,1,0,1,0,0,1
A02:C7F:8627:E200:C9C:EBD:7A1B:2DF,1,19,49,0,0,0,0,0,2
01:153:701:5BF9:487B:3E79:5325:91E4,1,0,27,1,0,0,0,0,1
Cyberbot I,1,58,0,0,1,0,0,0,1003
InternetArchiveBot,0,64,1293,1,1,0,0,0,3444
.46.206.178,1,191,2,0,0,0,0,0,4
.46.206.178,1,191,31,1,0,0,0,0,5
MalafayaBot,1,42,31,1,1,1,0,0,19
Wcquidditch,1,95,1279,1,0,0,0,1,11
.56.35.32,1,0,29,1,0,0,0,0,13
Coolcaesar,1,158,6,1,0,0,0,0,14
EumlinStumlinStan,1,0,352,1,0,0,0,0,172
Aristophanes68,1,59,0,0,0,0,0,0,60
Earthscent,1,63,136,0,0,0,0,0,7
Masterknighted,1,0,67,1,0,0,0,0,68
Secret Agent Julio,1,59,239,1,0,1,0,0,59
MRD2014,1,65,21,1,0,0,0,0,62
MRD2014,1,80,3933,1,0,0,1,1,62
MRD2014,1,74,120,1,0,0,0,0,62
Mjroots,0,49,98,1,0,0,0,0,35
Yashjet,1,22,8,0,0,0,0,0,4
4.169.185.168,1,13,1073,1,0,0,0,0,1
Secret Agent Julio,1,59,47,1,0,1,0,0,72
SusunW,1,3,6,1,0,0,0,0,42
ArturSik,1,0,575,1,0,0,0,0,9
Sillyfolkboy,1,8,15,1,0,1,0,0,4
Anne Delong,1,15,255,1,0,0,0,0,54
Atlantic306,1,27,14,1,0,0,0,0,132
SineBot,1,94,289,1,1,1,0,0,286
Benstown,1,8,6,1,0,0,0,0,14
Fortdj33,1,42,12,1,0,1,0,0,254
NoAmCom,1,51,2,1,0,1,0,0,35
Qzd,1,119,40,0,0,0,0,0,22
Qwe144,1,0,204,1,0,0,0,0,9
Pmbma,1,55,337,0,0,0,0,0,4
NoAmCom,1,51,4,1,0,1,0,0,42
EumlinStumlinStan,1,0,38,1,0,0,0,0,181
DannyMusicEditor,1,51,568,1,0,0,0,0,7
.145.182.129,1,23,28,1,0,0,0,0,1
White Arabian Filly,1,28,1,1,0,0,0,0,39
Tcamfield,1,25,0,0,0,0,0,0,5
JohnBlackburne,1,28,4,1,0,0,0,0,30
